netspend,Crave_Cinema,Crave_Display,Crave_Outdoor,Crave_Social,Crave_TV,Crave_VOD,Delivery Awareness_Display,Delivery Awareness_Outdoor,Delivery Awareness_Partnerships,Delivery Awareness_Social,Delivery Awareness_TV,Delivery Awareness_VOD,Disruptive Value_Audio,Disruptive Value_Display,Disruptive Value_Outdoor,Disruptive Value_PPC,Disruptive Value_Social,Disruptive Value_TV,Disruptive Value_VOD,App_Audio,App_Display,App_Outdoor,App_PPC,App_Social,App_VOD,LTOs_Audio,LTOs_Display,LTOs_Outdoor,LTOs_PPC,LTOs_Social,LTOs_TV,LTOs_VOD,Lunch_Outdoor,Lunch_PPC,Lunch_Social,Lunch_TV,Lunch_VOD
"1,092,000",13272.64554,27474.08444,32824.56184,17703.32788,77790.46785,9708.170395,4107.194522,29613.47047,68277.3538,12509.36744,87378.44555,22682.53338,39282.20804,27821.92999,40091.43569,14275.17285,36320.07004,88931.71745,24209.17207,19541.43783,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95551.88849,36664.0226,45296.8867,2171.334527,27081.9239,168973.3768,26630.56606,71078.82428,14719.59393,28386.78238,118890.863,10195.72494
"1,093,000",13272.64554,27474.08558,32824.56219,17703.32788,77791.42424,9708.170395,4107.194522,29613.47365,68277.66693,12509.36744,87378.47347,22682.53338,39282.20804,27821.92999,40091.44151,14275.17285,36320.07004,88942.29646,24209.17207,19541.44677,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95552.14724,36664.02292,45297.24827,2171.334527,27081.9239,168985.1878,26630.56838,71079.5835,14719.59393,28386.78238,118891.1081,10195.72494
"1,094,000",13272.64554,27474.0867,32824.56252,17703.32788,77792.37556,9708.170395,4107.194522,29613.4768,68277.97798,12509.36744,87378.50114,22682.53338,39282.20804,27821.92999,40091.44726,14275.17285,36320.07004,88952.84393,24209.17207,19541.45563,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95552.40429,36664.02324,45297.60791,2171.334527,27081.9239,168996.9588,26630.57067,71080.33845,14719.59393,28386.78238,118891.3514,10195.72494
"1,095,000",13272.64554,27474.08781,32824.56286,17703.32788,77793.32184,9708.170395,4107.194522,29613.47992,68278.28697,12509.36744,87378.52856,22682.53338,39282.20804,27821.92999,40091.45296,14275.17285,36320.07004,88963.35995,24209.17207,19541.46441,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95552.65964,36664.02356,45297.96561,2171.334527,27081.9239,169008.6898,26630.57294,71081.08916,14719.59393,28386.78238,118891.5929,10195.72494
"1,096,000",13272.64554,27474.08891,32824.56319,17703.32788,77794.2631,9708.170395,4107.194522,29613.483,68278.59391,12509.36744,87378.55574,22682.53338,39282.20805,27821.92999,40091.45859,14275.17285,36320.07004,88973.84462,24209.17207,19541.47311,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95552.91332,36664.02387,45298.3214,2171.334527,27081.9239,169020.381,26630.57519,71081.83566,14719.59393,28386.78238,118891.8327,10195.72494
"1,097,000",13272.64554,27474.08999,32824.56351,17703.32788,77795.19938,9708.170395,4107.194522,29613.48605,68278.89881,12509.36744,87378.58268,22682.53338,39282.20805,27821.92999,40091.46417,14275.17285,36320.07004,88984.29803,24209.17207,19541.48174,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95553.16532,36664.02418,45298.67528,2171.334527,27081.9239,169032.0325,26630.57741,71082.57796,14719.59393,28386.78238,118892.0707,10195.72494
"1,098,000",13272.64554,27474.09107,32824.56383,17703.32788,77796.13069,9708.170395,4107.194522,29613.48908,68279.2017,12509.36744,87378.60937,22682.53338,39282.20805,27821.92999,40091.4697,14275.17285,36320.07004,88994.72028,24209.17207,19541.49028,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95553.41567,36664.02448,45299.02726,2171.334527,27081.9239,169043.6445,26630.57962,71083.31609,14719.59393,28386.78238,118892.3069,10195.72494
"1,099,000",13272.64554,27474.09213,32824.56415,17703.32788,77797.05707,9708.170395,4107.194522,29613.49207,68279.50257,12509.36744,87378.63583,22682.53338,39282.20805,27821.92999,40091.47516,14275.17285,36320.07004,89005.11146,24209.17207,19541.49875,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95553.66437,36664.02479,45299.37736,2171.334527,27081.9239,169055.2171,26630.5818,71084.05008,14719.59393,28386.78238,118892.5415,10195.72494
"1,100,000",13272.64554,27474.09318,32824.56447,17703.32788,77797.97854,9708.170395,4107.194522,29613.49503,68279.80145,12509.36744,87378.66205,22682.53338,39282.20806,27821.92999,40091.48058,14275.17285,36320.07004,89015.47165,24209.17208,19541.50714,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95553.91143,36664.02508,45299.72559,2171.334527,27081.9239,169066.7504,26630.58396,71084.77994,14719.59393,28386.78238,118892.7743,10195.72494
"1,101,000",13272.64554,27474.09421,32824.56478,17703.32788,77798.89513,9708.170395,4107.194522,29613.49796,68280.09835,12509.36744,87378.68804,22682.53338,39282.20806,27821.92999,40091.48593,14275.17285,36320.07004,89025.80096,24209.17208,19541.51545,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95554.15687,36664.02538,45300.07194,2171.334527,27081.9239,169078.2446,26630.58611,71085.5057,14719.59393,28386.78238,118893.0054,10195.72494
"1,102,000",13272.64554,27474.09524,32824.56508,17703.32788,77799.80687,9708.170395,4107.194522,29613.50087,68280.39329,12509.36744,87378.7138,22682.53338,39282.20806,27821.92999,40091.49124,14275.17285,36320.07004,89036.09947,24209.17208,19541.5237,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95554.4007,36664.02567,45300.41645,2171.334527,27081.9239,169089.6998,26630.58823,71086.22738,14719.59393,28386.78238,118893.2349,10195.72494
"1,103,000",13272.64554,27474.09625,32824.56538,17703.32788,77800.71377,9708.170395,4107.194522,29613.50374,68280.68626,12509.36744,87378.73933,22682.53338,39282.20806,27821.92999,40091.49648,14275.17285,36320.07004,89046.36728,24209.17208,19541.53186,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95554.64292,36664.02596,45300.7591,2171.334527,27081.9239,169101.1162,26630.59033,71086.945,14719.59393,28386.78238,118893.4627,10195.72494
"1,104,000",13272.64554,27474.09726,32824.56568,17703.32788,77801.61587,9708.170395,4107.194522,29613.50659,68280.9773,12509.36744,87378.76463,22682.53338,39282.20807,27821.92999,40091.50168,14275.17285,36320.07004,89056.60448,24209.17208,19541.53995,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95554.88355,36664.02624,45301.09993,2171.334527,27081.9239,169112.4939,26630.59241,71087.6586,14719.59393,28386.78238,118893.6888,10195.72494
"1,105,000",13272.64554,27474.09825,32824.56598,17703.32788,77802.51318,9708.170395,4107.194522,29613.5094,68281.26641,12509.36744,87378.7897,22682.53338,39282.20807,27821.92999,40091.50682,14275.17285,36320.07004,89066.81115,24209.17208,19541.54797,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95555.1226,36664.02652,45301.43892,2171.334527,27081.9239,169123.8331,26630.59447,71088.36818,14719.59393,28386.78238,118893.9132,10195.72494
"1,106,000",13272.64554,27474.09923,32824.56627,17703.32788,77803.40575,9708.170395,4107.194522,29613.51219,68281.5536,12509.36744,87378.81455,22682.53338,39282.20807,27821.92999,40091.51191,14275.17285,36320.07004,89076.9874,24209.17208,19541.55592,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95555.36007,36664.0268,45301.77611,2171.334527,27081.9239,169135.1338,26630.59651,71089.07378,14719.59393,28386.78238,118894.1361,10195.72494
"1,107,000",13272.64554,27474.1002,32824.56655,17703.32788,77804.29358,9708.170395,4107.194522,29613.51495,68281.83888,12509.36744,87378.83918,22682.53338,39282.20807,27821.92999,40091.51695,14275.17285,36320.07004,89087.13331,24209.17208,19541.5638,15176.23127,19718.07205,1864.712121,11310.45253,549.5947212,95555.59599,36664.02708,45302.11149,2171.334527,27081.9239,169146.3962,26630.59853,71089.77542,14719.59393,28386.78238,118894.3573,10195.72494
"1,108,000",13272.64554,27474.10116,32824.56684,17703.32788,77805.17671,9708.170395,4107.194522,29613.51768,68282.12228,12509.36744,87378.86359,22682.53338,39282.20807,27821.92999,40091.52194,14275.17285,36320.07004,89097.24897,24209.17208,19541.5716,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95555.83035,36664.02735,45302.44507,2171.334527,27081.9239,169157.6205,26630.60054,71090.47311,14719.59393,28386.78238,118894.5769,10195.72494
"1,109,000",13272.64554,27474.1021,32824.56712,17703.32788,77806.05516,9708.170395,4107.194522,29613.52039,68282.40379,12509.36744,87378.88779,22682.53338,39282.20808,27821.92999,40091.52687,14275.17285,36320.07004,89107.33447,24209.17208,19541.57934,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95556.06317,36664.02761,45302.77688,2171.334527,27081.9239,169168.8068,26630.60252,71091.16688,14719.59393,28386.78238,118894.7948,10195.72494
"1,110,000",13272.64554,27474.10304,32824.56739,17703.32788,77806.92896,9708.170395,4107.194522,29613.52306,68282.68344,12509.36744,87378.91177,22682.53338,39282.20808,27821.92999,40091.53176,14275.17285,36320.07004,89117.3899,24209.17208,19541.587,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95556.29447,36664.02788,45303.1069,2171.334527,27081.9239,169179.9551,26630.60448,71091.85676,14719.59393,28386.78238,118895.0112,10195.72494
"1,111,000",13272.64554,27474.10397,32824.56767,17703.32788,77807.79812,9708.170395,4107.194522,29613.52571,68282.96124,12509.36744,87378.93553,22682.53338,39282.20808,27821.92999,40091.5366,14275.17285,36320.07004,89127.41535,24209.17208,19541.5946,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95556.52424,36664.02814,45303.43516,2171.334527,27081.9239,169191.0658,26630.60643,71092.54275,14719.59393,28386.78238,118895.226,10195.72494
"1,112,000",13272.64554,27474.10488,32824.56794,17703.32788,77808.66268,9708.170395,4107.194522,29613.52834,68283.2372,12509.36744,87378.95908,22682.53338,39282.20808,27821.92999,40091.54138,14275.17285,36320.07004,89137.41092,24209.17209,19541.60212,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95556.75251,36664.0284,45303.76167,2171.334527,27081.9239,169202.1388,26630.60835,71093.2249,14719.59393,28386.78238,118895.4393,10195.72494
"1,113,000",13272.64554,27474.10579,32824.5682,17703.32788,77809.52266,9708.170395,4107.194522,29613.53093,68283.51132,12509.36744,87378.98243,22682.53338,39282.20808,27821.92999,40091.54612,14275.17285,36320.07004,89147.37668,24209.17209,19541.60958,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95556.97928,36664.02865,45304.08643,2171.334527,27081.9239,169213.1743,26630.61026,71093.90321,14719.59393,28386.78238,118895.651,10195.72494
"1,114,000",13272.64554,27474.10668,32824.56847,17703.32788,77810.37809,9708.170395,4107.194522,29613.5335,68283.78363,12509.36744,87379.00556,22682.53338,39282.20809,27821.92999,40091.55081,14275.17285,36320.07004,89157.31273,24209.17209,19541.61698,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95557.20455,36664.02891,45304.40946,2171.334527,27081.9239,169224.1725,26630.61215,71094.57771,14719.59393,28386.78238,118895.8611,10195.72494
"1,115,000",13272.64554,27474.10757,32824.56873,17703.32788,77811.22898,9708.170395,4107.194522,29613.53605,68284.05413,12509.36744,87379.02849,22682.53338,39282.20809,27821.92999,40091.55545,14275.17285,36320.07004,89167.21916,24209.17209,19541.6243,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95557.42835,36664.02915,45304.73076,2171.334527,27081.9239,169235.1335,26630.61402,71095.24842,14719.59393,28386.78238,118896.0697,10195.72494
"1,116,000",13272.64554,27474.10844,32824.56898,17703.32788,77812.07536,9708.170395,4107.194522,29613.53857,68284.32285,12509.36744,87379.05121,22682.53338,39282.20809,27821.92999,40091.56005,14275.17285,36320.07004,89177.09606,24209.17209,19541.63156,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95557.65068,36664.0294,45305.05034,2171.334527,27081.9239,169246.0574,26630.61588,71095.91536,14719.59393,28386.78238,118896.2768,10195.72494
"1,117,000",13272.64554,27474.10931,32824.56924,17703.32788,77812.91726,9708.170395,4107.194522,29613.54106,68284.58978,12509.36744,87379.07374,22682.53338,39282.20809,27821.92999,40091.5646,14275.17285,36320.07004,89186.94351,24209.17209,19541.63875,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95557.87155,36664.02964,45305.36822,2171.334527,27081.9239,169256.9443,26630.61771,71096.57856,14719.59393,28386.78238,118896.4824,10195.72494
"1,118,000",13272.64554,27474.11016,32824.56949,17703.32788,77813.7547,9708.170395,4107.194522,29613.54353,68284.85494,12509.36744,87379.09606,22682.53338,39282.20809,27821.92999,40091.5691,14275.17285,36320.07004,89196.7616,24209.17209,19541.64588,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95558.09097,36664.02988,45305.68439,2171.334527,27081.9239,169267.7944,26630.61953,71097.23803,14719.59393,28386.78238,118896.6865,10195.72494
"1,119,000",13272.64554,27474.11101,32824.56974,17703.32788,77814.5877,9708.170395,4107.194522,29613.54597,68285.11834,12509.36744,87379.11818,22682.53338,39282.20809,27821.92999,40091.57356,14275.17285,36320.07004,89206.55041,24209.17209,19541.65295,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95558.30895,36664.03012,45305.99888,2171.334527,27081.9239,169278.6078,26630.62133,71097.89379,14719.59393,28386.78238,118896.8891,10195.72494
"1,120,000",13272.64554,27474.11184,32824.56998,17703.32788,77815.41628,9708.170395,4107.194522,29613.54839,68285.38,12509.36744,87379.14011,22682.53338,39282.2081,27821.92999,40091.57797,14275.17285,36320.07004,89216.31005,24209.17209,19541.65995,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95558.5255,36664.03036,45306.31169,2171.334527,27081.9239,169289.3847,26630.62312,71098.54587,14719.59393,28386.78238,118897.0902,10195.72494
"1,121,000",13272.64554,27474.11267,32824.57022,17703.32788,77816.24048,9708.170395,4107.194522,29613.55079,68285.63992,12509.36744,87379.16184,22682.53338,39282.2081,27821.92999,40091.58234,14275.17285,36320.07004,89226.04059,24209.17209,19541.66689,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95558.74063,36664.03059,45306.62283,2171.334527,27081.9239,169300.1251,26630.62488,71099.19428,14719.59393,28386.78238,118897.2898,10195.72494
"1,122,000",13272.64554,27474.11349,32824.57046,17703.32788,77817.06031,9708.170395,4107.194522,29613.55316,68285.89812,12509.36744,87379.18337,22682.53338,39282.2081,27821.92999,40091.58666,14275.17285,36320.07004,89235.74211,24209.17209,19541.67376,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95558.95434,36664.03082,45306.93231,2171.334527,27081.9239,169310.8292,26630.62663,71099.83906,14719.59393,28386.78238,118897.488,10195.72494
"1,123,000",13272.64554,27474.1143,32824.57069,17703.32788,77817.87579,9708.170395,4107.194522,29613.55551,68286.15461,12509.36744,87379.20472,22682.53338,39282.2081,27821.92999,40091.59094,14275.17285,36320.07004,89245.41472,24209.17209,19541.68058,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95559.16666,36664.03104,45307.24014,2171.334527,27081.92391,169321.4971,26630.62836,71100.48021,14719.59393,28386.78238,118897.6848,10195.72494
"1,124,000",13272.64554,27474.1151,32824.57093,17703.32788,77818.68696,9708.170395,4107.194522,29613.55783,68286.40939,12509.36744,87379.22587,22682.53338,39282.2081,27821.92999,40091.59517,14275.17285,36320.07004,89255.05848,24209.17209,19541.68733,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95559.37758,36664.03127,45307.54633,2171.334527,27081.92391,169332.129,26630.63008,71101.11775,14719.59393,28386.78238,118897.8801,10195.72494
"1,125,000",13272.64554,27474.11589,32824.57116,17703.32788,77819.49382,9708.170395,4107.194522,29613.56013,68286.66249,12509.36744,87379.24684,22682.53338,39282.2081,27821.92999,40091.59936,14275.17285,36320.07004,89264.6735,24209.17209,19541.69402,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95559.58712,36664.03149,45307.85088,2171.334527,27081.92391,169342.725,26630.63178,71101.75172,14719.59393,28386.78238,118898.0739,10195.72494
"1,126,000",13272.64554,27474.11667,32824.57138,17703.32788,77820.29642,9708.170395,4107.194522,29613.56241,68286.91392,12509.36744,87379.26762,22682.53338,39282.20811,27821.92999,40091.60351,14275.17285,36320.07004,89274.25985,24209.17209,19541.70065,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95559.79528,36664.03171,45308.15381,2171.334527,27081.92391,169353.2852,26630.63346,71102.38212,14719.59393,28386.78238,118898.2664,10195.72494
"1,127,000",13272.64554,27474.11744,32824.57161,17703.32788,77821.09476,9708.170395,4107.194522,29613.56466,68287.16367,12509.36744,87379.28821,22682.53338,39282.20811,27821.92999,40091.60762,14275.17285,36320.07004,89283.81762,24209.1721,19541.70722,15176.23128,19718.07205,1864.712121,11310.45253,549.5947212,95560.00208,36664.03192,45308.45512,2171.334527,27081.92391,169363.8097,26630.63513,71103.00899,14719.59393,28386.78238,118898.4575,10195.72494
"1,128,000",13272.64554,27474.1182,32824.57183,17703.32788,77821.88886,9708.170395,4107.194522,29613.56689,68287.41177,12509.36744,87379.30862,22682.53338,39282.20811,27821.92999,40091.61169,14275.17285,36320.07004,89293.34689,24209.1721,19541.71373,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95560.20753,36664.03214,45308.75482,2171.334527,27081.92391,169374.2987,26630.63678,71103.63233,14719.59393,28386.78238,118898.6471,10195.72494
"1,129,000",13272.64554,27474.11896,32824.57205,17703.32788,77822.67877,9708.170395,4107.194522,29613.5691,68287.65823,12509.36744,87379.32885,22682.53338,39282.20811,27821.92999,40091.61571,14275.17285,36320.07004,89302.84776,24209.1721,19541.72019,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95560.41163,36664.03235,45309.05293,2171.334527,27081.92391,169384.7523,26630.63842,71104.25216,14719.59393,28386.78238,118898.8354,10195.72494
"1,130,000",13272.64554,27474.1197,32824.57226,17703.32788,77823.46448,9708.170395,4107.194522,29613.57129,68287.90305,12509.36744,87379.3489,22682.53338,39282.20811,27821.92999,40091.61969,14275.17285,36320.07004,89312.32029,24209.1721,19541.72658,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95560.61439,36664.03256,45309.34945,2171.334527,27081.92391,169395.1705,26630.64004,71104.86852,14719.59393,28386.78238,118899.0223,10195.72494
"1,131,000",13272.64554,27474.12044,32824.57247,17703.32788,77824.24603,9708.170395,4107.194522,29613.57345,68288.14625,12509.36744,87379.36877,22682.53338,39282.20811,27821.92999,40091.62363,14275.17285,36320.07004,89321.76459,24209.1721,19541.73292,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95560.81582,36664.03276,45309.64439,2171.334527,27081.92391,169405.5536,26630.64164,71105.48141,14719.59393,28386.78238,118899.2079,10195.72494
"1,132,000",13272.64554,27474.12117,32824.57268,17703.32788,77825.02345,9708.170395,4107.194522,29613.57559,68288.38784,12509.36744,87379.38846,22682.53338,39282.20811,27821.92999,40091.62754,14275.17285,36320.07004,89331.18073,24209.1721,19541.7392,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.01593,36664.03296,45309.93775,2171.334527,27081.92391,169415.9017,26630.64323,71106.09086,14719.59393,28386.78238,118899.3921,10195.72494
"1,133,000",13272.64554,27474.12189,32824.57289,17703.32788,77825.79674,9708.170395,4107.194522,29613.57771,68288.62782,12509.36744,87379.40798,22682.53338,39282.20812,27821.92999,40091.6314,14275.17285,36320.07004,89340.5688,24209.1721,19541.74542,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.21473,36664.03317,45310.22956,2171.334527,27081.92391,169426.2149,26630.6448,71106.69688,14719.59393,28386.78238,118899.5749,10195.72494
"1,134,000",13272.64554,27474.12261,32824.5731,17703.32788,77826.56594,9708.170395,4107.194522,29613.57981,68288.86622,12509.36744,87379.42733,22682.53338,39282.20812,27821.92999,40091.63522,14275.17285,36320.07004,89349.92888,24209.1721,19541.75159,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.41223,36664.03336,45310.51981,2171.334527,27081.92391,169436.4932,26630.64636,71107.2995,14719.59393,28386.78238,118899.7564,10195.72494
"1,135,000",13272.64554,27474.12331,32824.5733,17703.32788,77827.33106,9708.170395,4107.194522,29613.58189,68289.10303,12509.36744,87379.4465,22682.53338,39282.20812,27821.92999,40091.63901,14275.17285,36320.07004,89359.26105,24209.1721,19541.7577,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.60843,36664.03356,45310.80851,2171.334527,27081.92391,169446.7369,26630.64791,71107.89874,14719.59393,28386.78238,118899.9366,10195.72494
"1,136,000",13272.64554,27474.12401,32824.5735,17703.32788,77828.09212,9708.170395,4107.194522,29613.58395,68289.33828,12509.36744,87379.4655,22682.53338,39282.20812,27821.92999,40091.64275,14275.17285,36320.07004,89368.5654,24209.1721,19541.76376,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.80335,36664.03375,45311.09567,2171.334527,27081.92391,169456.9461,26630.64944,71108.4946,14719.59393,28386.78238,118900.1155,10195.72494
"1,137,000",13272.64554,27474.1247,32824.5737,17703.32788,77828.84916,9708.170395,4107.194522,29613.58598,68289.57197,12509.36744,87379.48433,22682.53338,39282.20812,27821.92999,40091.64646,14275.17285,36320.07004,89377.84201,24209.1721,19541.76976,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95561.99699,36664.03395,45311.38131,2171.334527,27081.92391,169467.1208,26630.65095,71109.08712,14719.59393,28386.78238,118900.293,10195.72494
"1,138,000",13272.64554,27474.12538,32824.57389,17703.32788,77829.60218,9708.170395,4107.194522,29613.588,68289.80411,12509.36744,87379.503,22682.53338,39282.20812,27821.92999,40091.65013,14275.17285,36320.07004,89387.09097,24209.1721,19541.77571,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95562.18937,36664.03413,45311.66543,2171.334527,27081.92391,169477.2612,26630.65245,71109.67631,14719.59393,28386.78238,118900.4693,10195.72494
"1,139,000",13272.64554,27474.12605,32824.57408,17703.32788,77830.35121,9708.170395,4107.194522,29613.59,68290.0347,12509.36744,87379.52149,22682.53338,39282.20812,27821.92999,40091.65377,14275.17285,36320.07004,89396.31235,24209.1721,19541.78161,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95562.38048,36664.03432,45311.94803,2171.334527,27081.92391,169487.3675,26630.65393,71110.26219,14719.59393,28386.78238,118900.6443,10195.72494
"1,140,000",13272.64554,27474.12672,32824.57427,17703.32788,77831.09628,9708.170395,4107.194522,29613.59197,68290.26378,12509.36744,87379.53983,22682.53338,39282.20812,27821.92999,40091.65736,14275.17285,36320.07004,89405.50624,24209.1721,19541.78745,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95562.57034,36664.03451,45312.22913,2171.334527,27081.92391,169497.4396,26630.65541,71110.84478,14719.59393,28386.78238,118900.818,10195.72494
"1,141,000",13272.64554,27474.12738,32824.57446,17703.32788,77831.83739,9708.170395,4107.194522,29613.59393,68290.49133,12509.36744,87379.558,22682.53338,39282.20813,27821.92999,40091.66092,14275.17285,36320.07004,89414.67271,24209.1721,19541.79324,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95562.75897,36664.03469,45312.50873,2171.334527,27081.92391,169507.4779,26630.65686,71111.42409,14719.59393,28386.78238,118900.9905,10195.72494
"1,142,000",13272.64554,27474.12803,32824.57465,17703.32788,77832.57458,9708.170395,4107.194522,29613.59586,68290.71737,12509.36744,87379.576,22682.53338,39282.20813,27821.92999,40091.66444,14275.17285,36320.07004,89423.81186,24209.1721,19541.79897,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95562.94635,36664.03487,45312.78685,2171.334527,27081.92391,169517.4823,26630.65831,71112.00015,14719.59393,28386.78238,118901.1616,10195.72494
"1,143,000",13272.64554,27474.12867,32824.57483,17703.32788,77833.30786,9708.170395,4107.194522,29613.59778,68290.94192,12509.36744,87379.59385,22682.53338,39282.20813,27821.92999,40091.66793,14275.17285,36320.07004,89432.92376,24209.1721,19541.80466,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95563.13251,36664.03505,45313.06349,2171.334527,27081.92391,169527.453,26630.65973,71112.57298,14719.59393,28386.78238,118901.3316,10195.72494
"1,144,000",13272.64554,27474.12931,32824.57501,17703.32788,77834.03726,9708.170395,4107.194522,29613.59968,68291.16498,12509.36744,87379.61154,22682.53338,39282.20813,27821.92999,40091.67138,14275.17285,36320.07004,89442.0085,24209.1721,19541.81029,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95563.31745,36664.03522,45313.33865,2171.334527,27081.92391,169537.3901,26630.66115,71113.14258,14719.59393,28386.78238,118901.5003,10195.72494
"1,145,000",13272.64554,27474.12994,32824.57519,17703.32788,77834.7628,9708.170395,4107.194522,29613.60156,68291.38656,12509.36744,87379.62907,22682.53338,39282.20813,27821.92999,40091.6748,14275.17285,36320.07004,89451.06615,24209.1721,19541.81587,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95563.50119,36664.0354,45313.61236,2171.334527,27081.92391,169547.2938,26630.66255,71113.70898,14719.59393,28386.78238,118901.6677,10195.72494
"1,146,000",13272.64554,27474.13056,32824.57537,17703.32788,77835.48449,9708.170395,4107.194522,29613.60341,68291.60667,12509.36744,87379.64645,22682.53338,39282.20813,27821.92999,40091.67818,14275.17285,36320.07004,89460.0968,24209.1721,19541.82141,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95563.68372,36664.03557,45313.8846,2171.334527,27081.92391,169557.1641,26630.66394,71114.27221,14719.59393,28386.78238,118901.834,10195.72494
"1,147,000",13272.64554,27474.13118,32824.57554,17703.32788,77836.20235,9708.170395,4107.194522,29613.60525,68291.82532,12509.36744,87379.66367,22682.53338,39282.20813,27821.92999,40091.68153,14275.17285,36320.07004,89469.10052,24209.1721,19541.82689,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95563.86505,36664.03574,45314.1554,2171.334527,27081.92391,169567.0012,26630.66532,71114.83226,14719.59393,28386.78238,118901.999,10195.72494
"1,148,000",13272.64554,27474.13179,32824.57571,17703.32788,77836.91641,9708.170395,4107.194522,29613.60708,68292.04253,12509.36744,87379.68073,22682.53338,39282.20813,27821.92999,40091.68485,14275.17285,36320.07004,89478.0774,24209.17211,19541.83232,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95564.0452,36664.03591,45314.42476,2171.334527,27081.92391,169576.8051,26630.66668,71115.38918,14719.59393,28386.78238,118902.1628,10195.72494
"1,149,000",13272.64554,27474.13239,32824.57588,17703.32788,77837.62669,9708.170395,4107.194522,29613.60888,68292.25829,12509.36744,87379.69765,22682.53338,39282.20813,27821.92999,40091.68813,14275.17285,36320.07004,89487.02752,24209.17211,19541.83771,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95564.22417,36664.03607,45314.69269,2171.334527,27081.92391,169586.5761,26630.66803,71115.94296,14719.59393,28386.78238,118902.3255,10195.72494
"1,150,000",13272.64554,27474.13298,32824.57605,17703.32788,77838.33321,9708.170395,4107.194522,29613.61067,68292.47263,12509.36744,87379.71441,22682.53338,39282.20813,27821.92999,40091.69137,14275.17285,36320.07004,89495.95095,24209.17211,19541.84304,15176.23128,19718.07205,1864.712122,11310.45253,549.5947212,95564.40198,36664.03624,45314.9592,2171.334527,27081.92391,169596.3142,26630.66936,71116.49363,14719.59393,28386.78238,118902.4869,10195.72494
