netspend,Crave_Cinema,Crave_Display,Crave_Outdoor,Crave_Social,Crave_TV,Crave_VOD,Delivery Awareness_Display,Delivery Awareness_Outdoor,Delivery Awareness_Partnerships,Delivery Awareness_Social,Delivery Awareness_TV,Delivery Awareness_VOD,Disruptive Value_Audio,Disruptive Value_Display,Disruptive Value_Outdoor,Disruptive Value_PPC,Disruptive Value_Social,Disruptive Value_TV,Disruptive Value_VOD,App_Audio,App_Display,App_Outdoor,App_PPC,App_Social,App_VOD,LTOs_Audio,LTOs_Display,LTOs_Outdoor,LTOs_PPC,LTOs_Social,LTOs_TV,LTOs_VOD,Lunch_Outdoor,Lunch_PPC,Lunch_Social,Lunch_TV,Lunch_VOD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,000",608.0744899,448.9032284,612.3991433,731.7331688,583.2645822,423.8234036,296.6223592,356.9927182,454.8418505,559.1246604,955.8070794,1488.874025,690.0555775,646.0925003,407.5671097,815.85084,1006.390944,275.7157208,435.5269708,176.1677978,278.9535914,488.5107812,35.66644081,517.0009072,163.521649,753.1380313,542.8621818,309.1245697,361.2056006,667.7572674,654.9623317,337.6744683,600.5484094,444.6933393,1137.81531,1204.209969,761.8711699
"2,000",1169.542012,885.0971804,1210.228254,1413.389818,1160.954044,820.7963251,570.0737213,709.4421462,906.6538572,1091.994329,1900.566719,2879.978685,1367.989212,1277.18117,810.9909759,1585.074392,1984.895854,550.6094361,863.2187402,350.7475079,552.77975,964.9188182,70.65068785,1010.369697,278.390484,1500.211459,1077.53498,616.0724077,661.5339417,1318.727274,1307.368432,670.9513064,1191.383789,870.8473008,2204.040005,2391.239004,1465.981882
"3,000",1689.16992,1309.146058,1793.905218,2049.587951,1733.134211,1193.161201,822.3020191,1057.409337,1355.456216,1599.902012,2834.413479,4179.73689,2034.013844,1893.614435,1210.313718,2310.335487,2936.287421,824.6835966,1283.216265,523.7534463,821.5727229,1429.523954,104.9657895,1481.186595,359.0822417,2241.270011,1604.143893,920.8592332,911.3576367,1953.338767,1957.228489,999.8890065,1772.761182,1279.750351,3206.013688,3561.421902,2116.784009
"4,000",2171.192389,1721.58453,2363.83467,2644.476505,2299.870029,1542.948994,1055.081374,1400.954481,1801.268986,2084.074315,3757.480203,5394.149416,2688.338676,2495.732629,1605.577027,2994.146654,3861.316929,1097.940646,1695.657965,695.1997999,1085.425025,1882.618602,138.6245444,1930.482447,415.7656733,2976.363002,2122.81247,1223.50065,1119.266166,2572.009405,2604.552648,1324.545271,2344.927857,1672.563677,4150.126422,4715.085792,2718.379997
"5,000",2619.371347,2122.919344,2920.408434,3201.784158,2861.22558,1871.999959,1270.028284,1740.13692,2244.112096,2545.674969,4669.898045,6528.82266,3331.169233,3083.868181,1996.822171,3638.87683,4760.714842,1370.383019,2100.679771,865.1006278,1344.42747,2324.487932,171.6395067,2359.240981,455.5840081,3705.539336,2633.662345,1524.012145,1292.374604,3175.146048,3249.351016,1644.977021,2908.123556,2050.335418,5041.94998,5852.55032,3274.55083
"6,000",3037.050406,2513.630844,3464.005945,3724.86303,3417.264091,2181.98234,1468.616267,2075.015161,2684.005339,2985.808166,5571.796489,7588.994573,3962.70743,3658.345804,2384.089996,4246.75956,5635.191384,1642.013147,2498.415169,1033.469862,1598.669203,2755.41005,204.0229902,2768.400957,483.5551407,4428.847511,3136.813263,1822.409095,1436.578593,3763.145042,3891.633658,1961.24041,3462.580727,2414.013251,5886.350671,6974.127833,3788.781709
"7,000",3427.202604,2894.174406,3994.994658,4216.727809,3968.047944,2474.409217,1652.189094,2405.646884,3120.968377,3405.521714,6463.30337,8579.558882,4583.151637,4219.482668,2767.420937,4819.90074,6485.437101,1912.833449,2888.995242,1200.321311,1848.237732,3175.65617,235.7870732,3158.858227,503.203985,5146.335621,3632.383111,2118.706761,1556.764965,4336.392488,4531.410596,2273.390834,4008.524756,2764.455528,6687.586331,8080.123554,4264.285639
"8,000",3792.472668,3264.981798,4513.730448,4680.090794,4513.638695,2750.653668,1821.972767,2732.088958,3555.020741,3805.810016,7344.544899,9505.087725,5192.696736,4767.588576,3146.855014,5360.285909,7312.123404,2182.846341,3272.548715,1365.668654,2093.218953,3585.490787,266.9436031,3531.46769,517.0066825,5858.051359,4120.487948,2412.920292,1656.985753,4895.264516,5168.691816,2581.482938,4546.174186,3102.441128,7449.389721,9170.835757,4704.025096
"9,000",4135.214418,3626.462466,5020.55799,5117.393255,5054.09708,3011.962443,1979.086351,3054.397452,3986.181831,4187.616895,8215.645684,10369.85279,5791.53419,5302.966139,3522.431843,5869.78713,8115.903099,2452.054229,3649.201999,1529.525453,2333.697185,3985.171843,297.5042004,3887.045171,526.702645,6564.042024,4601.242033,2705.064726,1740.602006,5440.12754,5803.487258,2885.57063,5075.740935,3428.678181,8175.040231,10246.55593,5110.731939
"10,000",4457.523887,3979.004738,5515.811127,5530.833536,5589.483028,3259.468265,2124.551778,3372.627645,4414.47092,4551.838258,9076.728746,11177.84507,6379.852094,5825.910941,3894.190634,6350.169475,8897.410903,2720.459515,4019.079228,1691.905142,2569.755199,4374.950892,327.4802637,4226.369202,533.5137549,7264.35452,5074.757853,2995.154992,1810.402649,5971.338514,6435.806828,3185.707093,5597.4305,3743.811785,8867.425549,11307.56896,5486.925704
"11,000",4761.268638,4322.976979,5999.813232,5922.392201,6119.855671,3494.200924,2259.302723,3686.834042,4839.907148,4899.324617,9927.915549,11932.79331,6957.835241,6336.711699,4262.170202,6803.097137,9657.263948,2988.064589,4382.302305,1852.821039,2801.474241,4755.073253,356.8829733,4550.182727,538.2983462,7959.03536,5541.146151,3283.205906,1868.70276,6489.245177,7065.660386,3481.944787,6111.442164,4048.430836,9529.094706,12354.15324,5834.930421
"12,000",5048.113715,4658.728671,6472.877548,6293.854564,6645.273359,3717.097264,2384.192635,3997.070379,5262.509532,5230.88348,10769.32601,12638.18126,7525.665179,6835.650429,4626.408965,7230.139199,10396.06226,3254.871839,4738.99094,2012.286338,3028.934066,5125.778169,385.7232959,4859.194733,541.6593717,8648.130673,6000.515954,3569.232178,1917.424842,6994.186294,7693.057757,3774.335468,6617.969183,4343.074085,10162.3037,13386.58091,6156.890067
"13,000",5319.544624,4986.591435,6935.307526,6646.830857,7165.793667,3929.010185,2500.002015,4303.38964,5682.296959,5547.281604,11601.07853,13297.26377,8083.520265,7323.002595,4986.944952,7632.775068,11114.38926,3520.883643,5089.262688,2170.314117,3252.212964,5487.298954,414.0119882,5154.081796,544.0203868,9331.686203,6452.974598,3853.248408,1958.166049,7486.491892,8318.008723,4062.930193,7117.198984,4628.23549,10769.05478,14405.11793,6454.782781
"14,000",5576.887675,5306.880002,7387.397147,6982.7743,7681.473409,4130.716752,2607.445007,4605.844065,6099.288191,5849.247132,12423.29,13913.08183,8631.575724,7799.037264,5343.815804,8012.3996,11812.81216,3786.102372,5433.23299,2326.917333,3471.387782,5839.863143,441.7596013,5435.489569,545.6789259,10009.74731,6898.627756,4135.26909,1992.253807,7966.483484,8940.523028,4347.779328,7609.31334,4904.368967,11351.13019,15410.02427,6730.433931
"15,000",5821.327989,5619.893125,7829.431229,7302.997273,8192.368646,4322.9255,2707.175366,4904.485159,6513.501867,6137.47161,13236.07584,14488.47664,9170.003701,8264.017258,5697.05878,8370.327932,12491.88251,4050.53039,5771.015209,2482.108829,3686.533958,6183.692634,468.9764844,5704.034189,546.8439977,10682.35899,7337.579463,4415.308612,2020.791847,8434.474294,9560.610377,4628.932561,8094.488554,5171.892597,"11,910.12",16401.55405,6985.528127
"16,000",6053.925453,5925.914442,8261.685735,7608.685807,8698.534697,4506.283027,2799.791875,5199.36371,6924.956497,6412.611904,14039.55,15026.10274,9698.973318,8718.199291,6046.710761,8707.800041,13152.13652,4314.170056,6102.720671,2635.901331,3897.725543,6519.003827,495.6727888,5960.303632,547.6624241,11349.56585,7769.932145,4693.381253,2044.698318,8890.76947,10178.28043,4906.43891,8572.895623,5431.19235,12447.45366,17379.95566,7221.62028
"17,000",6275.628835,6225.2133,8684.428059,7900.912565,9200.026153,4681.379921,2885.843244,5490.529791,7333.670473,6675.292001,14833.825,15528.44027,10218.65073,9161.83412,6392.808252,9025.985035,13794.0956,4577.023719,6428.458698,2788.30745,4105.035225,6846.007761,521.8584717,6204.858996,548.2373431,12011.41213,8195.786638,4969.501192,2064.737345,9335.666296,10793.54282,5180.346732,9044.700412,5682.625396,12964.40848,18345.47194,7440.145765
"18,000",6487.288293,6518.045518,9097.917309,8180.648457,9696.896883,4848.756114,2965.83257,5778.032775,7739.66206,6926.104725,15619.01191,15997.80645,10729.19916,9595.166674,6735.387387,9325.985206,14418.26666,4839.093723,6748.336644,2939.339684,4308.534358,7164.910246,547.5432998,6438.235731,548.6412056,12667.94171,8615.242219,5243.6825,2081.54517,9769.4544,11406.40714,5450.703731,9510.063809,5926.523034,13462.14133,19298.34027,7642.429782
"19,000",6689.666444,6804.654123,9502.40458,8448.77306,10189.20004,5008.905704,3040.221361,6061.921345,8142.949403,7165.613355,16395.22042,16436.36626,11230.77899,10018.4362,7074.483932,9608.839847,15025.1426,5100.382405,7062.459934,3089.010418,4508.292982,7475.911994,572.7368529,6660.944814,548.9249064,13319.19809,9028.396626,5515.939145,2095.651816,10192.41595,12016.88292,5717.556968,9969.141885,6163.193293,13941.69809,20238.79273,7829.695959
"20,000",6883.448174,7085.270038,9898.133215,8706.083936,10676.98809,5162.281301,3109.433208,6342.243504,8543.550526,7394.353156,17162.55883,16846.14247,11723.54775,10431.87638,7410.133292,9875.528857,15615.20264,5360.892093,7370.932094,3237.331926,4704.379853,7779.208744,597.4485276,6873.473861,549.1241973,13965.22444,9435.346086,5786.284995,2107.499043,10604.82583,12624.97968,5980.952872,10422.08604,6392.923243,14404.0288,21167.05622,8003.074283
"21,000",7069.249322,7360.112732,10285.33906,8953.304992,11160.3128,5309.29795,3173.857104,6619.046582,8941.483333,7612.832831,17921.13405,17229.02498,12207.66024,10835.71548,7742.370509,10126.97613,16188.91274,5620.625109,7673.854789,3384.31637,4896.86246,8074.991386,621.687541,7076.288204,549.2641929,14606.06353,9836.185335,6054.733814,2117.455236,11006.95189,13230.70689,6240.937242,10869.04315,6615.981046,14849.99953,22083.35257,8163.608385
"22,000",7247.624375,7629.390839,10664.2507,9191.093963,11639.22526,5450.336662,3233.850462,6892.37725,9336.765608,7821.535893,18671.05166,17586.77954,12683.2685,11230.17646,8071.230271,10364.05275,16746.72594,5879.583771,7971.327856,3529.975804,5085.807054,8363.44608,645.4629335,7269.831901,549.3625354,15241.7578,10231.00764,6321.299265,2125.827757,11399.05504,13834.07398,6497.555264,11310.15573,6832.617776,15280.40272,22987.8987,8312.262263
"23,000",7419.073282,7893.302742,11035.08973,9420.049114,12113.77587,5585.747604,3289.741862,7162.281529,9729.415016,8020.921966,19412.41591,17921.05594,13150.52193,11615.47711,8396.746913,10587.58004,17289.08272,6137.770386,8263.449333,3674.322171,5271.278666,8644.754373,668.7835729,7454.528714,549.431618,15872.34933,10619.90484,6585.994912,2132.873192,11781.38951,14435.09035,6750.851513,11745.56202,7043.069041,15695.96603,23880.90669,8449.926459
"24,000",7584.047489,8152.037117,11398.07092,9640.715255,12584.01439,5715.852976,3341.833535,7428.804794,10119.44911,8211.428012,20145.32972,18233.39558,13609.56731,11991.83014,8718.954419,10798.33235,17816.41136,6395.187255,8550.315498,3817.367309,5453.341133,8919.093318,691.6581573,7630.783033,549.4801463,16497.87987,11002.96733,6848.834218,2138.805858,12154.20297,15033.76536,7000.869965,12175.39616,7247.556424,16097.36002,24762.58393,8577.423754
"25,000",7742.955292,8405.773459,11753.40252,9853.589118,13049.98993,5840.949602,3390.403632,7691.991793,10506.88531,8393.469499,20869.89472,18525.23863,14060.5488,12359.44334,9037.88643,10997.0398,18329.12829,6651.836675,8832.020892,3959.122948,5632.057118,9186.635577,714.0952184,7798.980765,549.5142359,17118.39079,11380.28411,7109.830548,2143.804869,12517.73673,15630.10832,7247.654001,12599.78833,7446.288762,16485.20479,25633.13323,8695.514411
"26,000",7896.166574,8654.682575,12101.28639,10059.12419,13511.75093,5961.311274,3435.708282,7951.886645,10891.74094,8567.441504,21586.21125,18797.93068,14503.60808,12718.51968,9353.576243,11184.39078,18827.63836,6907.720932,9108.658361,4099.600712,5807.488133,9447.549536,736.1031247,7959.490177,549.5381828,17733.92314,11751.94283,7368.997168,2148.020004,12872.22591,16224.12851,7491.246421,13018.86483,7639.463291,16860.07574,26492.75291,8804.901008
"27,000",8044.017007,8898.927042,12441.91827,10257.73502,13969.34523,6077.190863,3477.983462,8208.532861,11274.03319,8733.719752,22294.3784,19052.72894,14938.8843,13069.25739,9666.056819,11361.03433,19312.33525,7162.842308,9380.319077,4238.812121,5979.694559,9701.999412,757.6900847,8112.662703,549.5550048,18344.51761,12118.02976,7626.347249,2151.576588,13217.89956,16815.83519,7731.689448,13432.74822,7827.266666,17222.50854,27341.63692,8906.232886
"28,000",8186.811772,9138.661655,12775.48796,10449.80112,14422.82002,6188.822226,3517.446707,8461.973341,11653.77915,8892.661613,22994.49401,19290.80805,15366.51419,13411.85013,9975.360781,11527.58239,19783.60169,7417.203078,9647.092571,4376.768591,6148.735667,9950.145349,778.8641499,8258.83371,549.5668216,18950.21459,12478.62985,7881.893861,2154.579542,13554.98088,17405.23754,7969.024735,13841.55745,8009.875865,17573.00345,28179.97497,9000.110251
"29,000",8324.828864,9374.033837,13102.17949,10635.67043,14872.22187,6296.421929,3554.298656,8712.250394,12030.9958,9044.607031,23686.65466,19513.26551,15786.63207,13746.48703,10281.52042,11684.61194,20241.80984,7670.805509,9909.066767,4513.481433,6314.669638,10192.14353,799.6332176,8398.323239,549.5751226,19551.05408,12833.82671,8135.649983,2157.116767,13883.6873,17992.34476,8203.293376,14245.40797,8187.459003,17912.02907,29007.95257,9087.087952
"30,000",8458.322012,9605.184031,13422.17134,10815.66241,15317.59677,6400.190798,3588.724466,8959.405736,12405.69998,9189.879418,24370.95576,19721.12676,16199.3699,14073.35286,10584.56771,11832.66698,20687.32152,7923.651862,10166.328,4648.96186,6477.553585,10428.14625,820.0050344,8531.4367,549.5809538,20147.0758,13183.70269,8387.628496,2159.261944,14204.2307,18577.16596,8434.535912,14644.41182,8360.176054,18240.02558,29825.7512,9167.678964
"31,000",8587.523278,9832.246077,13735.63661,10990.07087,15758.99008,6500.315331,3620.895105,9203.480507,12777.90844,9328.786486,25047.49149,19915.34988,16604.85732,14392.62807,10884.53428,11972.26042,21120.48854,8175.744391,10418.96107,4783.220981,6637.44357,10658.30207,839.9871985,8658.465544,549.5850501,20738.31911,13528.33886,8637.842187,2161.076876,14516.8175,19159.71024,8662.792338,15038.67774,8528.179504,18557.40762,30633.54836,9242.3576
"32,000",8712.645355,10055.34756,14042.74319,11159.16646,16196.44658,6596.968957,3650.968516,9444.515275,13147.63782,9461.621053,25716.35485,20096.83004,17003.2217,14704.48894,11181.45145,12103.87585,21541.65296,8427.085344,10667.04922,4916.269805,6794.394624,10882.75582,859.5871627,8779.687898,549.5879275,21324.82305,13867.81502,8886.303749,2162.613435,14821.64883,19739.98666,8888.102112,15428.31129,8691.614927,18864.56672,31431.51767,9311.562471
"33,000",8833.883611,10274.61013,14343.65392,11323.19889,16630.01048,6690.313193,3679.090695,9682.550048,13514.90464,9588.661789,26377.63768,20266.40365,17394.58817,15009.10764,11475.35022,12227.96923,21951.14735,8677.676961,10910.67423,5048.119243,6948.460768,11101.64879,878.8122374,8895.369176,549.5899489,21906.62634,14202.20976,9133.025782,2163.915189,15118.92067,20318.00425,9110.50416,15813.41496,8850.621508,19161.87347,32219.829,9375.699214
"34,000",8951.417898,10490.14985,14638.52677,11482.39901,17059.72538,6780.498671,3705.396665,9917.624274,13879.72531,9710.173932,27031.43066,20424.85218,17779.07964,15306.65236,11766.26128,12344.97046,22349.29509,8927.521476,11149.91639,5178.780107,7099.69503,11315.11873,897.6695931,9005.762662,549.5913688,22483.76737,14531.60044,9378.020794,2165.018751,15408.82396,20893.77198,9330.036885,16194.08822,9005.33251,19449.67944,32998.64849,9435.14301
"35,000",9065.414162,10702.07745,14927.51501,11636.98053,17485.63435,6867.666086,3730.011363,10149.77686,14242.11613,9826.409971,27677.82333,20572.90579,18156.81691,15597.28738,12054.21499,12455.28487,22736.41057,9176.621117,11384.85454,5308.263111,7248.149462,11523.3,916.1662633,9111.110061,549.5923662,23056.28423,14856.06323,9621.301201,2165.954911,15691.54474,21467.29881,9546.738175,16570.42764,9155.875695,19728.31879,33768.13872,9490.240908
"36,000",9176.025866,10910.49864,15210.76731,11787.14175,17907.77989,6951.947033,3753.050462,10379.04617,14602.0933,9937.610278,28316.90412,20711.24669,18527.9186,15881.17314,12339.24143,12559.29462,23112.79949,9424.978105,11615.56611,5436.578874,7393.87516,11726.32362,934.3091468,9211.642029,549.5930669,23624.21467,15175.67314,9862.879329,2166.749582,15967.26432,22038.59365,9760.645407,16942.527,9302.3737,19998.10974,34528.45874,9541.313963
"37,000",9283.395264,11115.51434,15488.42795,11933.0669,18326.20394,7033.464784,3774.621107,10605.47005,14959.6729,10044.00372,28948.76033,20840.51233,18892.5013,16158.4664,12621.37035,12657.36003,23478.75907,9672.594652,11842.12714,5563.737918,7536.922281,11924.31739,952.1050104,9307.578679,549.5935591,24187.59614,15490.504,10102.76741,2167.424583,16236.15931,22607.66538,9971.795456,17310.47734,9444.944384,20259.35588,35279.76416,9588.659213
"38,000",9387.65452,11317.22098,15760.63691,12074.92755,18740.94789,7112.334978,3794.822596,10829.0858,15314.87091,10145.80825,29573.47819,20961.29827,19250.6795,16429.32023,12900.6312,12749.82084,23834.57829,9919.472968,12064.61231,5689.75067,7677.34006,12117.4059,969.5604917,9399.130065,549.5939049,24746.46579,15800.6285,10340.97759,2167.998301,16498.40185,23174.52284,10180.2247,17674.36706,9583.701127,20512.34725,36022.20726,9632.551502
"39,000",9488.926714,11515.71069,16027.53006,12212.88372,19152.05263,7188.666252,3813.747005,11049.93022,15667.7032,10243.23142,30191.14284,21074.16099,19602.56573,16693.88418,13177.05314,12836.99734,24180.53814,10165.61525,12283.09493,5814.627463,7815.176826,12305.71068,986.6821011,9486.496635,549.5941478,25300.86044,16106.11822,10577.52193,2168.48624,16754.15962,23739.17483,10385.96904,18034.28204,9718.753117,20757.36138,36755.93704,9673.245165
"40,000",9587.326729,11711.07156,16289.23924,12347.08497,19559.55847,7262.560811,3831.479754,11268.0396,16018.18555,10336.47094,30801.83833,21179.62044,19948.27051,16952.30432,13450.66504,12919.19156,24516.9118,10411.0237,12497.64701,5938.378538,7950.48002,12489.35026,1003.476225,9569.869679,549.5943184,25850.81661,16407.04365,10812.41239,2168.901484,17003.59605,24301.63012,10589.06387,18390.30563,9850.2056,20994.66414,37481.09931,9710.975577
"41,000",9682.962042,11903.38782,16545.89243,12477.67132,19963.50524,7334.114944,3848.100126,11483.44974,16366.3336,10425.71512,31405.6477,21278.16242,20287.90242,17204.72331,13721.49545,12996.68824,24843.9649,10655.7005,12708.33927,6061.014043,8083.296214,12668.44021,1019.949126,9649.431739,549.5944382,26396.37054,16703.47415,11045.66086,2169.255077,17246.87037,24861.89746,10789.54414,18742.51883,9978.160107,21224.51057,38197.83677,9745.960588
"42,000",9775.933431,12092.74007,16797.61383,12604.77414,20363.93225,7403.419495,3863.681746,11696.19592,16712.16292,10511.1434,32002.65293,21370.24085,20621.56815,17451.28053,13989.57266,13069.75585,25161.9557,10899.64783,12915.24113,6182.544034,8213.671119,12843.09325,1036.10695,9725.357018,549.5945224,26937.55813,16995.47806,11277.27912,2169.556354,17484.13774,25419.98553,10987.4443,19091.00027,10102.71466,21447.14555,38906.28906,9778.401845
"43,000",9866.335596,12279.20544,17044.52404,12728.51687,20760.87827,7470.560287,3878.293016,11906.31295,17055.68896,10592.92671,32592.93497,21456.27986,20949.3725,17692.11209,14254.92465,13138.64752,25471.13532,11142.86787,13118.4208,6302.978476,8341.649609,13013.4193,1051.955722,9797.811751,549.5945816,27474.41503,17283.12262,11507.27888,2169.813206,17715.54935,25975.903,11182.79836,19435.82638,10223.96399,21662.80444,39606.59287,9808.486015
"44,000",9954.257726,12462.8578,17286.74012,12849.01576,21154.38162,7535.618511,3891.997518,12113.83517,17396.92707,10671.22798,33176.57376,21536.67572,21271.41844,17927.35096,14517.57912,13203.60191,25771.74789,11385.36279,13317.94523,6422.327247,8467.275732,13179.52555,1067.501354,9866.954577,549.5946231,28006.97655,17566.47407,11735.67177,2170.032312,17941.25252,26529.65851,11375.63986,19777.07135,10341.99965,21871.71366,40298.88198,9836.385915
"45,000",10039.78399,12643.7679,17524.37575,12966.38044,21544.48009,7598.671073,3904.854379,12318.79643,17735.8925,10746.20245,33753.64827,21611.79869,21587.80712,18157.12701,14777.56351,13264.84404,26064.0308,11627.13474,13513.88019,6540.600133,8590.592728,13341.51657,1082.749643,9932.936884,549.5946523,28535.27773,17845.59762,11962.46931,2170.219323,18161.39083,27081.26063,11566.0019,20114.80731,10456.91023,22074.09118,40983.28735,9862.261547
"46,000",10122.99398,12822.00356,17757.54128,13080.71452,21931.211,7659.790914,3916.918608,12521.23012,18072.60039,10817.99812,34324.23644,21681.99474,21898.63792,18381.56711,15034.90494,13322.58608,26348.21486,11868.18588,13706.29024,6657.806832,8711.64304,13499.49429,1097.706278,9995.903139,549.5946728,29059.35331,18120.55745,12187.68297,2170.379029,18376.10415,27630.71795,11753.91713,20449.1043,10568.78151,22270.147,41659.93717,9886.261067
"47,000",10203.96311,12997.62978,17986.34391,13192.11607,22314.61118,7719.047307,3928.241406,12721.16918,18407.06579,10886.75606,34888.41527,21747.58713,22204.00847,18600.79517,15289.6303,13377.02807,26624.52448,12108.51837,13895.23881,6773.956955,8830.468331,13653.55815,1112.376837,10055.99121,549.5946872,29579.23777,18391.41679,12411.3241,2170.515491,18585.52882,28178.03897,11939.41776,20780.03039,10677.69652,22460.08355,42328.95693,9908.521672
"48,000",10282.76299,13170.70894,18210.88772,13300.6781,22694.71701,7776.50611,3938.870453,12918.64608,18739.30364,10952.61076,35446.26078,21808.87789,22504.01469,18814.93222,15541.76617,13428.3586,26893.17785,12348.13434,14080.78816,6889.060029,8947.109501,13803.80511,1126.766791,10113.33265,549.5946973,30094.96526,18658.23786,12633.40399,2170.632154,18789.79767,28723.2322,12122.53558,21107.65173,10783.73575,22644.09608,42990.46949,9929.170418
"49,000",10359.46168,13341.30087,18431.27381,13406.48892,23071.56437,7832.230018,3948.850165,13113.69286,19069.32879,11015.69046,35997.84806,21866.14924,22798.75082,19024.09649,15791.33888,13476.7555,27154.38712,12587.03593,14262.99944,7003.12549,9061.606695,13950.32974,1140.881508,10168.05301,549.5947044,30606.56968,18921.08195,12853.93385,2170.731942,18989.04016,29266.30608,12303.30194,21432.0326,10886.97721,22822.37304,43644.59512,9948.324984
"50,000",10434.12407,13509.46305,18647.6004,13509.63256,23445.18872,7886.278774,3958.221937,13306.34112,19397.15599,11076.11745,36543.25126,21919.66486,23088.30944,19228.40346,16038.37448,13522.38643,27408.35856,12825.22527,14441.93272,7116.162694,9173.999321,14093.22425,1154.726252,10220.2721,549.5947094,31114.08464,19180.0094,13072.92478,2170.817338,19183.38243,29807.26903,12481.74778,21753.23547,10987.49657,22995.09635,44291.45161,9966.094368
"51,000",10506.81204,13675.25066,18859.96287,13610.18909,23815.62502,7938.709377,3967.024366,13496.62202,19722.79987,11134.00836,37082.5436,21969.67115,23372.78148,19427.96593,16282.89877,13565.40948,27655.29271,13062.70449,14617.64695,7228.180909,9284.326064,14232.57858,1168.306186,10270.10426,549.5947129,31617.54347,19435.0796,13290.38784,2170.890453,19372.94741,30346.12946,12657.90361,22071.32107,11085.36721,23162.4417,44931.15427,9982.579538
"52,000",10577.58474,13838.71675,19068.45391,13708.23488,24182.90783,7989.576258,3975.293451,13684.56628,20046.27499,11189.47445,37615.79739,22016.39831,23652.25632,19622.89408,16524.93728,13605.97368,27895.38458,13299.4757,14790.20006,7339.18932,9392.624896,14368.48045,1181.626377,10317.65859,549.5947154,32116.97922,19686.35105,13506.33398,2170.953085,19557.85489,30882.89571,12831.79955,22386.34842,11180.66037,23324.57888,45563.81602,9997.874031
"53,000",10646.49878,13999.91232,19273.16359,13803.84293,24547.07124,8038.931454,3983.062781,13870.20423,20367.59581,11242.62183,38143.08404,22060.06145,23926.82172,19813.29552,16764.51527,13644.21958,28128.82375,13535.541,14959.64891,7449.197032,9498.933092,14501.01537,1194.691792,10363.03921,549.5947171,32612.42467,19933.88135,13720.77406,2171.00676,19738.22163,31417.5761,13003.4653,22698.37491,11273.4452,23481.67198,46189.54745,10012.0645
"54,000",10713.60842,14158.88642,19474.17941,13897.08311,24908.14892,8086.824754,3990.363714,14053.56577,20686.77668,11293.55174,38664.47409,22100.86157,24196.56394,19999.27538,17001.65776,13680.27965,28355.79457,13770.90252,15126.04935,7558.213065,9603.287242,14630.26677,1207.507304,10406.34549,549.5947183,33103.91234,20177.72719,13933.7189,2171.05278,19914.16138,31950.17891,13172.93017,23007.45632,11363.78886,23633.87962,46808.45686,10025.23125
"55,000",10778.96574,14315.68627,19671.58641,13988.02233,25266.17409,8133.303847,3997.225527,14234.68038,21003.83186,11342.36081,39180.03717,22138.98647,24461.56771,20180.93634,17236.38951,13714.27882,28576.47627,14005.56234,15289.45621,7666.246359,9705.723264,14756.316,1220.077693,10447.67223,549.5947192,33591.47447,20417.94441,14145.17921,2171.092254,20085.78502,32480.71241,13340.22309,23313.6469,11451.75654,23781.35522,47420.65032,10037.44866
"56,000",10842.62075,14470.35734,19865.46725,14076.7248,25621.17958,8178.414445,4003.675573,14413.57716,21318.77551,11389.14121,39689.84209,22174.61162,24721.91625,20358.37869,17468.73503,13746.33489,28791.04311,14239.52255,15449.92336,7773.305772,9806.276414,14879.24238,1232.407647,10487.10993,549.5947198,34075.14302,20654.58798,14355.16563,2171.126127,20253.2006,33009.18481,13505.37258,23616.99939,11537.41163,23924.24716,48026.23172,10048.78568
"57,000",10904.62158,14622.94341,20055.90227,14163.25219,25973.19777,8222.200406,4009.739409,14590.2848,21631.62171,11433.98093,40193.95676,22207.90098,24977.69135,20531.7004,17698.71857,13776.55889,28999.66453,14472.78525,15607.50368,7879.400084,9904.981301,14999.12329,1244.501766,10524.74493,549.5947202,34554.94971,20887.71204,14563.68872,2171.155207,20416.51341,33535.6043,13668.40678,23917.56508,11620.81569,24062.69898,48625.30283,10059.3062
"58,000",10965.01457,14773.48671,20242.96957,14247.66379,26322.26066,8264.703836,4015.440926,14764.83158,21942.38444,11476.96396,40692.44828,22239.00777,25228.97334,20700.99717,17926.36414,13805.05555,29202.50527,14705.35251,15762.24911,7984.537995,10001.8719,15116.03418,1256.36456,10560.65963,549.5947205,35030.92599,21117.36987,14770.75896,2171.18018,20575.82606,34059.97904,13829.35348,24215.39388,11702.02856,24196.84959,49217.96333,10069.06943
"59,000",11023.84437,14922.02794,20426.74508,14330.01667,26668.39982,8305.965195,4020.802467,14937.24544,22251.07758,11518.17045,41185.38291,22268.07513,25475.84116,20866.36245,18151.69552,13831.92356,29399.7255,14937.22641,15914.21064,8088.728127,10096.98155,15230.04863,1268.000454,10594.93267,549.5947207,35503.10304,21343.61396,14976.38677,2171.201636,20731.23858,34582.31714,13988.24007,24510.5343,11781.10841,24326.83342,49804.31087,10078.13026
